id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,True_PWV,dataset,Predicted_PWV,formatted_time
1324,Q8533,2025/6/3 0:00,29.4,114.67,1295.2,咸宁市,云中湖,通山县,10.26,61,867.6,14.8,18.901,train,24.4898827,2025/6/3 0:00
1325,Q5422,2025/6/3 0:00,29.41,109.32,512,恩施土家族苗族自治州,沙坝水库,来凤县,21.43,97,951.2,19.1,45.496,test,44.59575395,2025/6/3 0:00
1326,P1001,2025/6/3 0:00,29.41,109.6,803.2,湘西土家族苗族自治州,茨岩塘,龙山县,19.68,96,919.7,17.9,39.4102,train,40.01083743,2025/6/3 0:00
1327,P1416,2025/6/3 0:00,29.41,109.92,352.6,湘西土家族苗族自治州,万民,永顺县,20.86,95,965.4,19,41.5608,train,40.22092861,2025/6/3 0:00
1328,P1604,2025/6/3 0:00,29.41,110.44,547,张家界市,天子山,武陵源区,20.86,98,948.6,18.5,39.8347,train,37.35883682,2025/6/3 0:00
1329,57577,2025/6/3 0:00,29.41,112.2,33.6,常德市,安乡,安乡县,25.57,95,1004.3,22.3,48.425,train,49.18908483,2025/6/3 0:00
1330,P3631,2025/6/3 0:00,29.41,113.31,134.5,岳阳市,伍家洞水库,岳阳楼区,22.47,81,992.9,22.8,44.5372,test,41.42022519,2025/6/3 0:00
1331,P1973,2025/6/3 0:00,29.42,111.38,100.9,常德市,蒙泉水库,石门县,23.13,87,996.4,22.1,44.1954,train,49.18399545,2025/6/3 0:00
1332,P1979,2025/6/3 0:00,29.42,111.97,48.8,常德市,毛里湖,津市市,24.42,88,1004,22.8,48.8284,train,48.3231163,2025/6/3 0:00
1333,P2600,2025/6/3 0:00,29.42,112.32,34,益阳市,红堰湖,南县,28.09,100,1004.7,23,54.0255,train,51.85661322,2025/6/3 0:00
1334,P3660,2025/6/3 0:00,29.42,112.64,14.4,岳阳市,砂山,华容县,26.24,94,1004.7,22.9,40.6644,train,43.63845342,2025/6/3 0:00
1335,P1542,2025/6/3 0:00,29.43,110.11,286.6,张家界市,洪家关乡南岔,桑植县,23.08,100,976.3,19.8,50.0966,test,45.09279982,2025/6/3 0:00
1336,P1528,2025/6/3 0:00,29.43,110.3,346.7,张家界市,空壳树,桑植县,21.87,93,969.8,20.1,42.1535,train,42.82096618,2025/6/3 0:00
1337,P1709,2025/6/3 0:00,29.43,110.62,352.4,张家界市,三官寺,慈利县,21.87,93,966.4,20.1,45.4674,train,44.62816679,2025/6/3 0:00
1338,57564,2025/6/3 0:00,29.43,111.09,168.7,张家界市,慈利,慈利县,23.66,94,988.1,21.2,53.4638,train,51.43112847,2025/6/3 0:00
1339,Q0066,2025/6/3 0:00,29.43,114.83,281.9,咸宁市,大广K2583,通山县,20.01,83,973.7,20.5,36.2335,train,37.57274847,2025/6/3 0:00
1340,P1508,2025/6/3 0:00,29.44,110.24,290.4,张家界市,瑞塔铺,桑植县,23.23,100,975.8,19.9,45.7027,test,39.37492918,2025/6/3 0:00
1341,P3694,2025/6/3 0:00,29.44,113.17,16.6,岳阳市,芭蕉湖,岳阳楼区,21.32,75,1004.8,23.2,39.3366,train,38.76679627,2025/6/3 0:00
1342,P3630,2025/6/3 0:00,29.44,113.31,60.1,岳阳市,建设,云溪区,21.54,82,1001.4,21.9,41.4883,train,40.15772148,2025/6/3 0:00
1343,Q8310,2025/6/3 0:00,29.44,114.21,102.9,咸宁市,港口,崇阳县,21.43,94,995.2,19.6,57.817,train,51.77661785,2025/6/3 0:00
1344,P1731,2025/6/3 0:00,29.45,110.93,589.6,张家界市,高峰,慈利县,22.01,99,942.6,19.2,40.6363,train,43.39879218,2025/6/3 0:00
1345,P3538,2025/6/3 0:00,29.45,113.05,33.7,岳阳市,展陈馆,君山区,17.82,65,1004.6,22.6,22.629,test,32.40410542,2025/6/3 0:00
1346,P3614,2025/6/3 0:00,29.45,113.36,127.2,岳阳市,清溪水库,云溪区,20.76,82,995.6,21.3,37.8226,train,40.34879181,2025/6/3 0:00
1347,Q8526,2025/6/3 0:00,29.45,114.49,340.5,咸宁市,藕塘,通山县,21.1,92,969.2,19.7,50.4265,train,47.39136143,2025/6/3 0:00
1348,Q8520,2025/6/3 0:00,29.45,114.61,156,咸宁市,小源,通山县,21.34,88,989.5,20.6,53.108,train,47.71245508,2025/6/3 0:00
1349,57544,2025/6/3 0:00,29.46,109.44,478.6,湘西土家族苗族自治州,龙山,龙山县,20.74,91,954.8,19.6,42.104,train,41.6868776,2025/6/3 0:00
1350,P1543,2025/6/3 0:00,29.46,109.91,626.7,张家界市,夹石河,桑植县,22.1,100,942.1,19.1,41.2025,test,45.0871348,2025/6/3 0:00
1351,P1509,2025/6/3 0:00,29.46,110.48,376,张家界市,走马坪,桑植县,21.2,93,964.5,19.6,41.0533,train,41.74691769,2025/6/3 0:00
1352,P3411,2025/6/3 0:00,29.46,112.67,24.7,岳阳市,钱粮湖,君山区,22.17,78,1004,23.2,42.9853,train,45.22850616,2025/6/3 0:00
1353,P3603,2025/6/3 0:00,29.46,113.22,62.3,岳阳市,滨湖,云溪区,20.16,74,999.6,22.5,31.4547,train,38.99119252,2025/6/3 0:00
1354,Q5409,2025/6/3 0:00,29.47,109.4,458,恩施土家族苗族自治州,翔凤,来凤县,21.79,95,957.7,19.7,44.431,train,45.46540332,2025/6/3 0:00
1355,P1527,2025/6/3 0:00,29.47,109.82,616.8,张家界市,上河溪,桑植县,22.1,100,941.2,19.1,41.2025,test,41.75099734,2025/6/3 0:00
1356,57566,2025/6/3 0:00,29.47,111.67,86,常德市,临澧,临澧县,24.1,89,997.7,22.4,46.4265,train,47.06543363,2025/6/3 0:00
1357,P3562,2025/6/3 0:00,29.47,112.5,35,岳阳市,业谟小学,华容县,25.34,93,1004.7,22.5,49.6906,train,46.16075692,2025/6/3 0:00
1358,Q8302,2025/6/3 0:00,29.47,113.9,85.7,咸宁市,石壁,崇阳县,24.25,100,997.4,20.6,48.6535,train,48.74589071,2025/6/3 0:00
1359,P1484,2025/6/3 0:00,29.48,109.41,510,湘西土家族苗族自治州,华塘,龙山县,21.66,98,949.3,19.1,46.9166,train,45.84320121,2025/6/3 0:00
1360,P1517,2025/6/3 0:00,29.48,110.24,298,张家界市,刘家坪,桑植县,18.81,99,975.3,16.7,27.1893,test,37.26992115,2025/6/3 0:00
1361,P3596,2025/6/3 0:00,29.48,113.26,54.4,岳阳市,洗马塘,云溪区,21.28,82,1003.4,21.7,42.768,train,38.43627877,2025/6/3 0:00
1362,57585,2025/6/3 0:00,29.48,113.45,60.4,岳阳市,临湘,临湘市,23.95,94,1001.2,21.4,57.9879,train,47.12796076,2025/6/3 0:00
1363,Q8521,2025/6/3 0:00,29.48,114.82,101,咸宁市,杨林,通山县,21.72,89,994.5,20.7,47.447,train,44.08214536,2025/6/3 0:00
1364,P1514,2025/6/3 0:00,29.49,109.99,307.4,张家界市,陈家河,桑植县,23.66,100,971.5,20.2,55.189,train,47.89375587,2025/6/3 0:00
1365,P1516,2025/6/3 0:00,29.49,110.16,458.6,张家界市,洪家关,桑植县,22.1,100,957.1,19.1,41.2025,test,40.54083527,2025/6/3 0:00
1366,P1524,2025/6/3 0:00,29.49,110.36,490.6,张家界市,麦地坪,桑植县,22.66,100,953.7,19.5,41.2372,train,40.93953789,2025/6/3 0:00
1367,P1530,2025/6/3 0:00,29.49,110.55,375.6,张家界市,竹叶坪,桑植县,23.96,100,968.4,20.4,43.6567,train,42.46131976,2025/6/3 0:00
1368,P3568,2025/6/3 0:00,29.49,112.41,20,岳阳市,太仙,华容县,25.85,99,1004.6,21.8,50.7212,train,49.34388616,2025/6/3 0:00
1369,P3413,2025/6/3 0:00,29.49,112.78,16.8,岳阳市,采桑湖,君山区,22.34,82,1005.2,22.5,49.4397,train,46.73858356,2025/6/3 0:00
1370,P3592,2025/6/3 0:00,29.49,113.19,30.9,岳阳市,象骨港,云溪区,21.39,79,1004.9,22.4,40.3089,test,38.66484819,2025/6/3 0:00
1371,P1702,2025/6/3 0:00,29.5,110.76,152.1,张家界市,江垭,慈利县,24.25,100,989.3,20.6,42.2343,train,42.38388769,2025/6/3 0:00
1372,P1718,2025/6/3 0:00,29.5,111.33,102.8,张家界市,广福桥,慈利县,27.25,100,994.5,22.5,59.4015,train,53.38481539,2025/6/3 0:00
1373,P1390,2025/6/3 0:00,29.51,109.45,526,湘西土家族苗族自治州,白泥,龙山县,21.25,98,948.4,18.8,48.316,train,46.03609851,2025/6/3 0:00
1374,P1503,2025/6/3 0:00,29.51,110.29,334.5,张家界市,芙蓉桥,桑植县,21.87,93,970.9,20.1,40.28,train,36.12609766,2025/6/3 0:00
1375,P2203,2025/6/3 0:00,29.51,111.8,50,常德市,庹家峪水库,津市市,26.65,99,998.5,22.3,48.3084,test,47.85706402,2025/6/3 0:00
1376,P3622,2025/6/3 0:00,29.51,113.62,99.3,岳阳市,羊楼司,临湘市,22.42,93,997.1,20.5,39.5727,train,42.82004591,2025/6/3 0:00
1377,P1532,2025/6/3 0:00,29.52,110.16,475,张家界市,桥自弯,桑植县,21.39,95,955.4,19.4,40.7508,train,38.90353417,2025/6/3 0:00
1378,P1545,2025/6/3 0:00,29.52,110.6,838.8,张家界市,竹叶坪乡鸡公垭,桑植县,19.86,100,917.7,17.4,41.2471,train,44.32337145,2025/6/3 0:00
1379,P3663,2025/6/3 0:00,29.52,112.47,6.6,岳阳市,蔡田湖,华容县,26.97,99,1004.7,22.5,43.9419,train,46.81959144,2025/6/3 0:00
1380,P3692,2025/6/3 0:00,29.52,113.31,57.6,岳阳市,江湖,云溪区,22.06,84,1003.2,21.9,36.7241,test,39.47544794,2025/6/3 0:00
1381,P1501,2025/6/3 0:00,29.53,110.1,318.6,张家界市,凉水口,桑植县,23.96,100,973.2,20.4,52.5811,train,46.06572755,2025/6/3 0:00
1382,P3354,2025/6/3 0:00,29.53,113.41,286.7,岳阳市,荆竹山,临湘市,19.06,73,975.2,21.8,26.678,train,36.86293338,2025/6/3 0:00
1383,P1549,2025/6/3 0:00,29.54,109.81,631.2,张家界市,河口乡塘坊,桑植县,20.64,94,938.9,19,43.3388,train,43.27069986,2025/6/3 0:00
1384,P3570,2025/6/3 0:00,29.54,112.56,14.6,岳阳市,华容河大堤,华容县,21.92,79,1004.2,22.8,40.3131,train,45.60116319,2025/6/3 0:00
1385,57575,2025/6/3 0:00,29.54,112.6,49.5,岳阳市,华容,华容县,21.94,81,1002.5,22.4,49.2944,test,44.1736204,2025/6/3 0:00
1386,Q6670,2025/6/3 0:00,29.54,112.94,29,荆州市,三洲,监利市,24.65,95,1004.8,21.7,44.609,train,35.38020732,2025/6/3 0:00
1387,P3593,2025/6/3 0:00,29.54,113.26,50.8,岳阳市,丁山,云溪区,21.94,81,1003.3,22.4,40.4165,train,39.60174973,2025/6/3 0:00
1388,P3676,2025/6/3 0:00,29.54,113.36,32.9,岳阳市,长炼,云溪区,21.55,74,1003.7,23.6,37.7499,train,36.41938408,2025/6/3 0:00
1389,P1515,2025/6/3 0:00,29.55,109.86,377.4,张家界市,河口,桑植县,22.53,97,966.1,19.9,50.378,train,46.03188939,2025/6/3 0:00
1390,P1523,2025/6/3 0:00,29.55,110.39,455,张家界市,马合口,桑植县,21.47,93,958.1,19.8,40.4349,test,41.61779881,2025/6/3 0:00
1391,P1538,2025/6/3 0:00,29.55,110.49,475.3,张家界市,分水岭,桑植县,23.14,99,954.6,20,48.6928,train,43.94682013,2025/6/3 0:00
1392,P1722,2025/6/3 0:00,29.55,111.03,179.4,张家界市,东岳观,慈利县,22.55,93,987.2,20.6,41.6407,train,43.88889471,2025/6/3 0:00
1393,P1960,2025/6/3 0:00,29.55,111.66,70,常德市,水阁,临澧县,23.76,91,997.5,21.8,55.0559,train,48.05828749,2025/6/3 0:00
1394,P1968,2025/6/3 0:00,29.55,112.19,41,常德市,安全,安乡县,22.34,84,1004.4,22.1,31.0443,train,37.10652604,2025/6/3 0:00
1395,P3595,2025/6/3 0:00,29.55,113.36,40,岳阳市,长岭街道,云溪区,20.94,75,1004.3,22.9,42.0096,test,36.31550057,2025/6/3 0:00
1396,P1950,2025/6/3 0:00,29.56,111.62,55,常德市,停弦渡,临澧县,26.7,98,999.6,22.5,46.832,train,47.76570755,2025/6/3 0:00
1397,P3553,2025/6/3 0:00,29.56,113.7,51.5,岳阳市,晓阳,临湘市,21.72,89,1000.3,20.7,46.1958,train,44.59454578,2025/6/3 0:00
1398,P1393,2025/6/3 0:00,29.57,109.7,817.3,湘西土家族苗族自治州,乌鸦,龙山县,18.12,96,918.1,16.6,33.1734,train,36.7356019,2025/6/3 0:00
1399,P3531,2025/6/3 0:00,29.57,112.51,11,岳阳市,涛湖,华容县,22.46,85,1004.4,22,45.4312,train,46.77062052,2025/6/3 0:00
1400,P1000,2025/6/3 0:00,29.58,109.59,523,湘西土家族苗族自治州,石牌,龙山县,19.95,92,945.9,18.8,37.7366,test,39.46619973,2025/6/3 0:00
1401,57562,2025/6/3 0:00,29.58,111.36,116.9,常德市,石门,石门县,21.8,81,994.6,22.3,45.5692,train,48.06048044,2025/6/3 0:00
1402,P1953,2025/6/3 0:00,29.58,112.1,30,常德市,水管站,安乡县,24.58,93,1004.7,22,48.865,train,43.93146874,2025/6/3 0:00
1403,Q0069,2025/6/3 0:00,29.58,114.32,81,咸宁市,杭瑞K679,通山县,20.06,88,994.3,19.6,38.1345,train,41.19223717,2025/6/3 0:00
1404,P1522,2025/6/3 0:00,29.59,110.01,564.7,张家界市,沙塔坪,桑植县,21.96,100,944.7,19,40.4454,train,43.57969669,2025/6/3 0:00
1405,Q6667,2025/6/3 0:00,29.59,113.14,26.4,荆州市,监利柘木,监利市,22.85,87,1005.1,21.9,37.5145,test,37.67531755,2025/6/3 0:00
1406,P3594,2025/6/3 0:00,29.59,113.33,5.7,岳阳市,钢铁,云溪区,20.72,72,1004.1,23.4,37.7825,train,39.17157844,2025/6/3 0:00
1407,P3572,2025/6/3 0:00,29.6,112.46,32,岳阳市,富强,华容县,26.59,100,1004.9,22.1,52.6366,train,48.51526944,2025/6/3 0:00
1408,P3534,2025/6/3 0:00,29.6,112.81,54.1,岳阳市,幸福水库,君山区,21.78,86,1001.1,21.3,55.0421,train,43.45596384,2025/6/3 0:00
1409,Q8534,2025/6/3 0:00,29.6,114.5,76.1,咸宁市,通羊,通山县,22.07,91,999.5,20.6,45.6222,train,48.96160622,2025/6/3 0:00
1410,Q8826,2025/6/3 0:00,29.6,115.09,127.3,黄石市,泉口,阳新县,23.18,91,993.3,21.4,51.9065,test,50.44105849,2025/6/3 0:00
1411,Q5307,2025/6/3 0:00,29.61,108.92,468,恩施土家族苗族自治州,朝阳寺,咸丰县,21.57,97,956.9,19.2,43.8405,train,43.19628357,2025/6/3 0:00
1412,P1506,2025/6/3 0:00,29.61,110.47,538.8,张家界市,官地坪,桑植县,22.1,100,945.5,19.1,41.2025,train,43.21825221,2025/6/3 0:00
1413,Q0065,2025/6/3 0:00,29.61,114.93,37.1,黄石市,大广K2560,阳新县,21.26,79,1002.2,22.3,41.69,train,37.28184274,2025/6/3 0:00
1414,P1518,2025/6/3 0:00,29.62,110.6,271,张家界市,人潮溪,桑植县,23.08,94,980.7,20.8,50.9687,train,43.60263227,2025/6/3 0:00
1415,P1529,2025/6/3 0:00,29.63,110.36,241.2,张家界市,淋溪河,桑植县,23.37,100,982,20,43.4115,test,40.81322897,2025/6/3 0:00
1416,P3532,2025/6/3 0:00,29.63,112.74,37,岳阳市,东山水库,华容县,14.71,55,1002,22.2,17.9899,train,35.19711342,2025/6/3 0:00
1417,P1540,2025/6/3 0:00,29.64,110.28,795.2,张家界市,天星山林场,桑植县,20.89,100,921.2,18.2,38.3132,train,39.50236553,2025/6/3 0:00
1418,P1734,2025/6/3 0:00,29.64,110.96,395.1,张家界市,国太桥,慈利县,22.1,94,984.7,20.1,51.0112,train,48.55955137,2025/6/3 0:00
1419,P3641,2025/6/3 0:00,29.64,113.5,21,岳阳市,源潭,临湘市,23.03,84,1004.6,22.6,39.7601,train,38.5454624,2025/6/3 0:00
1420,Q8522,2025/6/3 0:00,29.64,114.63,52,咸宁市,板桥,通山县,22.31,92,1001.3,20.6,55.1452,test,50.87377462,2025/6/3 0:00
1421,P1531,2025/6/3 0:00,29.65,109.86,644.8,张家界市,细砂坪,桑植县,20.94,99,937,18.4,39.4516,train,38.61739894,2025/6/3 0:00
1422,P1526,2025/6/3 0:00,29.65,110.09,485.5,张家界市,苦竹坪,桑植县,21.2,93,954.9,19.6,39.8758,train,46.46695302,2025/6/3 0:00
1423,Q0618,2025/6/3 0:00,29.65,112.95,30,荆州市,监利三洲,监利市,0.52,2,1004,21.7,2.7985,train,21.65636402,2025/6/3 0:00
1424,P3528,2025/6/3 0:00,29.65,113.62,16.2,岳阳市,定湖,临湘市,20.51,80,1004,21.5,39.6082,train,41.66295256,2025/6/3 0:00
1425,Q8527,2025/6/3 0:00,29.65,114.43,290,咸宁市,界水岭,通山县,21.32,89,974.9,20.4,52.846,test,48.26608971,2025/6/3 0:00
1426,Q8524,2025/6/3 0:00,29.65,114.55,70,咸宁市,茅田,通山县,22.57,87,1000.1,21.7,49.679,train,48.06030415,2025/6/3 0:00
1427,P1511,2025/6/3 0:00,29.66,110.01,503.9,张家界市,桑植坪,桑植县,21.96,100,952.3,19,40.4454,train,39.64998212,2025/6/3 0:00
1428,P3558,2025/6/3 0:00,29.66,113.35,13.4,岳阳市,儒溪,临湘市,20.88,79,1003.8,22,40.3459,train,39.76489767,2025/6/3 0:00
1429,Q8523,2025/6/3 0:00,29.66,114.73,60,咸宁市,茶园,通山县,22.85,87,1001,21.9,52.009,train,48.89083104,2025/6/3 0:00
1430,Q0064,2025/6/3 0:00,29.66,114.95,23.5,黄石市,大广K2552,阳新县,21.09,76,1004.9,22.8,26.922,test,34.26811479,2025/6/3 0:00
1431,Q5543,2025/6/3 0:00,29.67,109.62,582.9,恩施土家族苗族自治州,彭家寨,宣恩县,19.42,93,942.9,18.2,39.392,train,38.04772736,2025/6/3 0:00
1432,P1505,2025/6/3 0:00,29.67,109.83,1053,张家界市,八大公山,桑植县,15.21,87,893.5,15.4,33.2217,train,37.07322393,2025/6/3 0:00
1433,57565,2025/6/3 0:00,29.67,111.73,38.1,常德市,澧县,澧县,23.45,83,1003.6,23.1,42.3446,train,41.74557898,2025/6/3 0:00
1434,Q6757,2025/6/3 0:00,29.67,113.32,26.7,荆州市,螺山,洪湖市,19.92,74,1005,22.3,39.326,train,37.83047396,2025/6/3 0:00
1435,P1510,2025/6/3 0:00,29.68,110.15,394,张家界市,龙潭坪,桑植县,23.37,100,961.2,20,58.5431,test,46.91132296,2025/6/3 0:00
1436,P1940,2025/6/3 0:00,29.68,111.14,717.7,常德市,白云山林场,石门县,16.8,71,928.2,20.2,33.0607,train,36.00787485,2025/6/3 0:00
1437,P1933,2025/6/3 0:00,29.68,111.66,26.1,常德市,城头山,澧县,23.59,82,1003.1,23.4,34.3782,train,40.84469101,2025/6/3 0:00
1438,Q8503,2025/6/3 0:00,29.68,114.67,109,咸宁市,大畈,通山县,21.36,87,994.1,20.8,50.5025,train,50.0448322,2025/6/3 0:00
1439,Q8803,2025/6/3 0:00,29.68,115.02,332.7,黄石市,陈山,阳新县,20.13,73,970,22.7,30.7805,train,36.41624866,2025/6/3 0:00
1440,Q8225,2025/6/3 0:00,29.69,113.89,54.3,咸宁市,陆水湖风景区,赤壁市,24.35,95,1000.7,21.5,62.6785,test,61.03508711,2025/6/3 0:00
1441,Q5508,2025/6/3 0:00,29.7,109.57,589,恩施土家族苗族自治州,沙道,宣恩县,20.08,92,942.7,18.9,39.7365,train,39.74873164,2025/6/3 0:00
1442,P1512,2025/6/3 0:00,29.7,109.92,438.1,张家界市,五道水,桑植县,22.2,98,962.8,19.5,41.0546,train,38.42117215,2025/6/3 0:00
1443,P1504,2025/6/3 0:00,29.7,110.58,1067.1,张家界市,人潮溪镇白石,桑植县,18.17,100,892.1,16,34.9998,train,41.24335288,2025/6/3 0:00
1444,P1913,2025/6/3 0:00,29.7,112.03,38,常德市,青龙窖,澧县,26.04,95,1004.1,22.6,42.1854,train,41.57610669,2025/6/3 0:00
1445,Q8519,2025/6/3 0:00,29.7,114.51,370.5,咸宁市,高槎坪,通山县,19.52,79,965.8,20.9,41.051,test,44.39450882,2025/6/3 0:00
1446,P1544,2025/6/3 0:00,29.71,110.19,786.9,张家界市,赶坪,桑植县,19.8,96,921.8,18,41.0924,train,44.3367982,2025/6/3 0:00
1447,P1931,2025/6/3 0:00,29.71,111.54,76,常德市,官亭水库,临澧县,23.56,87,999,22.4,47.2042,train,44.56612091,2025/6/3 0:00
1448,Q6770,2025/6/3 0:00,29.71,113.32,20,荆州市,袁新泵站,洪湖市,22.32,86,1005.1,21.7,33.1335,train,36.35216139,2025/6/3 0:00
1449,Q0072,2025/6/3 0:00,29.71,114.88,167.3,黄石市,杭瑞K620,阳新县,20.51,82,988.7,21.1,30.7805,train,33.3230657,2025/6/3 0:00
1450,Q8827,2025/6/3 0:00,29.71,114.99,24,黄石市,梧塘,阳新县,23.13,78,1004.5,23.9,43.6455,test,35.81773763,2025/6/3 0:00
1451,Q0074,2025/6/3 0:00,29.71,115.24,54.2,黄石市,杭瑞K583,阳新县,20.88,79,1000.7,22,46.2155,train,44.45580468,2025/6/3 0:00
1452,Q5630,2025/6/3 0:00,29.72,110.27,912.3,恩施土家族苗族自治州,堰垭,鹤峰县,18.24,93,907.7,17.2,36.084,train,40.72682775,2025/6/3 0:00
1453,Q0071,2025/6/3 0:00,29.72,114.67,128.1,咸宁市,杭瑞K640,通山县,20.46,76,992.4,22.3,43.383,train,47.88580198,2025/6/3 0:00
1454,P1546,2025/6/3 0:00,29.73,109.8,681,张家界市,五道水镇连家湾,桑植县,19.1,98,933.9,17.1,35.711,train,35.12844124,2025/6/3 0:00
1455,P3566,2025/6/3 0:00,29.73,112.85,43,岳阳市,小墨山,华容县,25.48,100,1003.6,21.4,57.0077,test,47.8306045,2025/6/3 0:00
1456,Q6658,2025/6/3 0:00,29.73,113.11,24.9,荆州市,监利朱河,监利市,22.61,84,1005.1,22.3,33.82,train,37.92401327,2025/6/3 0:00
1457,Q8828,2025/6/3 0:00,29.73,115.31,34,黄石市,水源,阳新县,22.6,80,1004,23.1,38.0595,train,40.02815958,2025/6/3 0:00
1458,P1547,2025/6/3 0:00,29.74,110.02,1127.8,张家界市,四门岩林场,桑植县,16.82,100,886.8,14.8,34.3475,train,36.28558512,2025/6/3 0:00
1459,Q5601,2025/6/3 0:00,29.74,110.35,467,恩施土家族苗族自治州,江坪河,鹤峰县,21.98,97,955.5,19.5,42.4863,train,40.07603974,2025/6/3 0:00
1460,Q6500,2025/6/3 0:00,29.74,112.07,36.9,荆州市,甘厂,公安县,20.88,79,1004.2,22,34.902,test,38.12206461,2025/6/3 0:00
1461,Q0603,2025/6/3 0:00,29.74,112.41,20,荆州市,石首海事码头,石首市,24.24,94,1003.7,21.6,43.2711,train,45.81177294,2025/6/3 0:00
1462,P3521,2025/6/3 0:00,29.74,113.44,53,岳阳市,谷花,临湘市,23.18,91,1004.1,21.4,44.6415,train,43.29378736,2025/6/3 0:00
1463,P2107,2025/6/3 0:00,29.75,110.85,213.4,常德市,南岳寺,石门县,22.16,96,984.6,19.8,47.3296,train,46.0792028,2025/6/3 0:00
1464,Q0707,2025/6/3 0:00,29.76,112.67,6,荆州市,桃花洲中提示标,洪湖市,24.84,94,1002.9,22,48.1737,train,41.65756266,2025/6/3 0:00
1465,Q5310,2025/6/3 0:00,29.77,108.82,723.6,恩施土家族苗族自治州,茅坝,咸丰县,19.22,98,929.1,17.2,42.8185,test,41.51652929,2025/6/3 0:00
1466,P1534,2025/6/3 0:00,29.77,110.07,1327,张家界市,天平山,桑植县,15.77,100,866.8,13.8,30.7502,train,33.33792499,2025/6/3 0:00
1467,Q5628,2025/6/3 0:00,29.77,110.56,509,恩施土家族苗族自治州,马家,鹤峰县,20.47,95,949.5,18.7,40.8685,train,37.807314,2025/6/3 0:00
1468,P2128,2025/6/3 0:00,29.77,111.53,83,常德市,王家厂水库,澧县,24.84,94,998.3,22,44.4253,train,46.02056179,2025/6/3 0:00
1469,Q0617,2025/6/3 0:00,29.77,113.03,40,荆州市,监利何王庙,监利市,22.97,88,1004,21.8,46.4855,train,37.27021414,2025/6/3 0:00
1470,Q8213,2025/6/3 0:00,29.77,113.77,32,咸宁市,车埠,赤壁市,24.86,100,1004.8,21,54.606,test,51.11451252,2025/6/3 0:00
1471,Q6863,2025/6/3 0:00,29.78,112.55,35.4,荆州市,麋鹿,石首市,25.63,100,1004.2,21.5,54.744,train,51.67203507,2025/6/3 0:00
1472,Q8208,2025/6/3 0:00,29.78,114.08,56.4,咸宁市,官塘驿,赤壁市,21,85,1002.2,20.9,40.2225,train,45.21885651,2025/6/3 0:00
1473,P3552,2025/6/3 0:00,29.79,113.52,12.4,岳阳市,黄盖,临湘市,23.24,89,1004.5,21.8,42.7871,train,42.84672027,2025/6/3 0:00
1474,Q8518,2025/6/3 0:00,29.79,114.7,122,咸宁市,毛杨,通山县,22.01,88,993.6,21.1,50.6875,train,45.30950745,2025/6/3 0:00
1475,Q5629,2025/6/3 0:00,29.8,110.61,673.7,恩施土家族苗族自治州,细杉,鹤峰县,19.55,93,932.9,18.3,37.5955,test,36.11774097,2025/6/3 0:00
1476,Q6847,2025/6/3 0:00,29.8,113.46,28.5,荆州市,江滩公园,洪湖市,23.73,92,1004.3,21.6,42.203,train,43.46630848,2025/6/3 0:00
1477,Q8210,2025/6/3 0:00,29.8,113.6,27.6,咸宁市,沧湖,赤壁市,23.91,98,1005.1,20.7,51.7085,train,47.63071687,2025/6/3 0:00
1478,Q8226,2025/6/3 0:00,29.8,114.14,37.3,咸宁市,龙佑赤壁温泉,赤壁市,22.71,96,1003.9,20.2,53.0291,train,46.71234801,2025/6/3 0:00
1479,Q8801,2025/6/3 0:00,29.8,114.83,74.1,黄石市,王英,阳新县,20.37,84,999.7,20.6,30.32,train,36.54246981,2025/6/3 0:00
1480,Q8830,2025/6/3 0:00,29.8,115.25,23,黄石市,太垴,阳新县,21.28,81,1004.2,21.9,36.4725,test,44.46159431,2025/6/3 0:00
1481,P2122,2025/6/3 0:00,29.81,111.12,583,常德市,大同山林场,石门县,20.99,86,940.6,20.7,45.6031,train,44.59335778,2025/6/3 0:00
1482,Q6656,2025/6/3 0:00,29.81,113.01,26.5,荆州市,监利上车,监利市,22.45,86,1005.1,21.8,36.0335,train,41.82425383,2025/6/3 0:00
1483,Q6668,2025/6/3 0:00,29.81,113.09,25.1,荆州市,监利汴河,监利市,22.2,83,1005.2,22.2,42.263,train,40.72278988,2025/6/3 0:00
1484,Q8215,2025/6/3 0:00,29.81,113.58,28,咸宁市,黄盖湖,赤壁市,22.76,91,1005.2,21.1,43.176,train,44.13067359,2025/6/3 0:00
1485,Q5338,2025/6/3 0:00,29.82,109.04,872.4,恩施土家族苗族自治州,柏杨坪,咸丰县,19.22,98,910.3,17.2,37.239,test,37.56720021,2025/6/3 0:00
1486,P1914,2025/6/3 0:00,29.82,111.59,99,常德市,金罗,澧县,22.2,83,996.3,22.2,46.074,train,44.24704129,2025/6/3 0:00
1487,Q6756,2025/6/3 0:00,29.82,113.41,34,荆州市,八卦洲,洪湖市,26.43,100,1005.4,22,50.742,train,45.55633358,2025/6/3 0:00
1488,Q8018,2025/6/3 0:00,29.83,114.33,63.9,咸宁市,三江温泉,咸安区,20.51,81,1000.8,21.3,32.378,train,37.77383345,2025/6/3 0:00
