id,Lat,Lon,rh,sp,t2m,PWV,dataset
1390,29.65,109.86,44.3,100275.35,21.08,39.4516,test
1391,29.65,110.09,44.3,100275.35,21.08,39.8758,train
1392,29.65,113.62,44.38,99485.39,20.08,39.6082,train
1393,29.66,110.01,44.33,100276.19,21.08,40.4454,train
1394,29.66,113.35,43.6,99897.67,20.24,40.3459,train
1395,29.67,109.83,44.36,100277.03,21.08,33.2217,test
1396,29.67,111.73,44.36,100277.03,21.08,38.1,train
1397,29.68,110.15,44.39,100277.87,21.08,58.5431,train
1398,29.68,111.14,44.39,100277.87,21.08,33.0607,train
1399,29.68,111.66,44.39,100277.87,21.08,34.3782,train
1400,29.7,109.92,44.46,100279.55,21.08,41.0546,test
1401,29.7,110.58,44.46,100279.55,21.08,34.9998,train
1402,29.7,112.03,44.09,100284.71,21.02,42.1854,train
1403,29.71,110.19,44.49,100280.39,21.08,41.0924,train
1404,29.71,111.54,44.49,100280.39,21.08,47.2042,train
1405,29.73,109.8,44.56,100282.07,21.07,35.711,test
1406,29.73,112.85,42.69,100270.19,19.83,57.0077,train
1407,29.74,110.02,44.59,100282.91,21.07,34.3475,train
1408,29.74,113.44,43.32,100156.31,20.62,44.6415,train
1409,29.75,110.85,44.62,100283.75,21.07,47.3296,train
1410,29.77,110.07,44.76,100282.15,21.08,30.7502,test
1411,29.77,111.53,44.76,100282.15,21.08,44.4253,train
1412,29.79,113.52,43.38,100194.67,20.61,42.7871,train
1413,29.81,111.12,45.03,100278.95,21.09,45.6031,train
1414,29.82,111.59,45.1,100278.15,21.09,46.074,train
1415,29.85,111.39,45.3,100275.75,21.1,45.0675,test
1416,29.87,111.8,45.44,100274.15,21.1,53.1996,train
1417,29.88,110.54,45.5,100273.35,21.1,37.2599,train
1418,29.89,111.02,45.57,100272.55,21.1,51.4204,train
1419,29.93,110.68,45.84,100269.35,21.11,21.1932,train
1420,29.94,110.78,45.91,100268.55,21.12,42.1469,test
1421,29.98,111.07,46.18,100265.35,21.12,43.3238,train
