id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,pwv,dataset,formatted_time,rh,sp,t2m
321,P3904,2025/06/03 00:00,26.65,109.38,617.2,怀化市,三锹,靖州苗族侗族自治县,19.19,96,940,17.5,37.2959,train,2025-06-03 00:00:00,70.54,98587.95,20.52
322,P6462,2025/06/03 00:00,26.65,110.44,457.5,邵阳市,金紫,城步苗族自治县,21.42,100,955,18.6,41.5273,train,2025-06-03 00:00:00,70.54,98587.95,20.52
323,P5865,2025/06/03 00:00,26.66,113.41,138.4,株洲市,洒水,茶陵县,23.61,91,991.2,21.7,49.943,train,2025-06-03 00:00:00,73.9,98340.99,20.69
324,P4205,2025/06/03 00:00,26.67,109.34,635.0,怀化市,塘款,靖州苗族侗族自治县,18.77,91,937.6,18.0,35.7158,train,2025-06-03 00:00:00,70.65,98593.31,20.52
325,P3901,2025/06/03 00:00,26.67,109.65,346.4,怀化市,坳上,靖州苗族侗族自治县,21.26,95,969.2,19.3,49.1298,test,2025-06-03 00:00:00,70.65,98593.31,20.52
326,P6477,2025/06/03 00:00,26.67,109.94,414.7,邵阳市,鹅公,绥宁县,20.39,94,962.7,18.8,37.7497,train,2025-06-03 00:00:00,70.65,98593.31,20.52
327,P7575,2025/06/03 00:00,26.67,111.57,158.0,永州市,普利桥,冷水滩区,24.1,100,990.2,20.5,39.616,train,2025-06-03 00:00:00,70.65,98593.31,20.52
328,P7210,2025/06/03 00:00,26.67,112.86,59.7,衡阳市,耒水公园,耒阳市,22.59,79,1000.7,23.3,49.8501,train,2025-06-03 00:00:00,73.58,99216.83,20.9
329,P5884,2025/06/03 00:00,26.67,113.58,111.3,株洲市,浪滩,茶陵县,19.38,77,994,21.2,26.6204,train,2025-06-03 00:00:00,75.56,97172.71,20.1
330,P5875,2025/06/03 00:00,26.67,113.82,198.2,株洲市,春风,茶陵县,20.61,85,984.3,20.6,39.9548,test,2025-06-03 00:00:00,78.22,95146.51,19.19
331,P6563,2025/06/03 00:00,26.68,110.92,470.0,邵阳市,安山,新宁县,23.08,100,956,19.8,50.45,train,2025-06-03 00:00:00,70.71,98595.99,20.53
332,P5868,2025/06/03 00:00,26.68,113.66,120.2,株洲市,河坞,茶陵县,23.8,94,994.1,21.3,46.0352,train,2025-06-03 00:00:00,76.12,96699.95,19.84
333,P7163,2025/06/03 00:00,26.69,112.4,67.4,衡阳市,茅市,衡南县,23.58,92,997.1,21.5,52.5035,train,2025-06-03 00:00:00,71.69,99464.03,20.88
334,P7182,2025/06/03 00:00,26.69,112.63,106.0,衡阳市,云集,衡南县,21.64,86,996.5,21.2,51.644,train,2025-06-03 00:00:00,72.44,99589.79,20.99
335,P7228,2025/06/03 00:00,26.69,113.02,104.6,衡阳市,小河田,耒阳市,23.58,92,996.4,21.5,52.0831,test,2025-06-03 00:00:00,75.49,98890.11,20.84
336,P8332,2025/06/03 00:00,26.69,113.26,95.0,郴州市,农科所,安仁县,21.87,88,997.5,21.0,52.6583,train,2025-06-03 00:00:00,75.21,98601.03,20.83
337,P3899,2025/06/03 00:00,26.7,109.45,394.0,怀化市,大堡子,靖州苗族侗族自治县,20.39,97,964.3,18.3,43.6327,train,2025-06-03 00:00:00,70.81,98601.35,20.53
338,P7503,2025/06/03 00:00,26.7,111.4,241.7,永州市,新圩江,东安县,20.51,80,980.8,21.5,32.1579,train,2025-06-03 00:00:00,70.81,98601.35,20.53
339,P7109,2025/06/03 00:00,26.7,112.11,124.3,衡阳市,过水坪,祁东县,22.01,88,993,21.1,44.1711,train,2025-06-03 00:00:00,70.86,98833.91,20.61
340,P7108,2025/06/03 00:00,26.7,112.17,106.1,衡阳市,金桥,祁东县,22.26,89,994.2,21.1,44.0233,test,2025-06-03 00:00:00,70.94,98978.87,20.66
341,P7172,2025/06/03 00:00,26.7,112.44,94.0,衡阳市,硫市,衡南县,24.4,100,996.4,20.7,48.7123,train,2025-06-03 00:00:00,71.95,99553.67,20.92
342,P4092,2025/06/03 00:00,26.71,109.73,294.7,怀化市,靖州县甘棠,靖州苗族侗族自治县,21.7,94,975.6,19.8,38.0455,train,2025-06-03 00:00:00,70.87,98604.03,20.53
343,57881,2025/06/03 00:00,26.71,113.26,104.8,郴州市,安仁,安仁县,24.1,100,986,20.5,56.3,train,2025-06-03 00:00:00,75.2,98605.99,20.83
344,P3897,2025/06/03 00:00,26.72,109.59,306.0,怀化市,会同县地灵,会同县,20.73,95,973.5,18.9,53.3435,train,2025-06-03 00:00:00,70.92,98606.71,20.53
345,P6488,2025/06/03 00:00,26.72,110.31,430.0,邵阳市,武阳,绥宁县,19.83,92,956.2,18.7,35.1789,test,2025-06-03 00:00:00,70.92,98606.71,20.53
346,P8078,2025/06/03 00:00,26.72,111.75,121.2,永州市,十里坪农场,祁阳市,23.66,100,994.6,20.2,49.773,train,2025-06-03 00:00:00,70.92,98606.71,20.53
347,P7115,2025/06/03 00:00,26.72,112.03,118.0,衡阳市,双桥,祁东县,22.95,89,994.3,21.6,50.791,train,2025-06-03 00:00:00,70.91,98659.27,20.54
348,P7157,2025/06/03 00:00,26.72,112.88,89.9,衡阳市,坪田,衡南县,21.41,83,996.8,21.6,48.3481,train,2025-06-03 00:00:00,74.13,99244.19,20.94
349,P5887,2025/06/03 00:00,26.72,113.44,367.7,株洲市,东岭,茶陵县,23.37,100,965.7,20.0,55.7863,train,2025-06-03 00:00:00,73.6,98305.35,20.65
350,P7160,2025/06/03 00:00,26.73,112.31,118.0,衡阳市,柞市,衡南县,23.66,94,995,21.2,55.3347,test,2025-06-03 00:00:00,71.53,99320.59,20.82
351,57853,2025/06/03 00:00,26.74,110.64,340.1,邵阳市,武冈,武冈市,19.73,86,969.9,19.7,46.4,train,2025-06-03 00:00:00,71.03,98612.07,20.53
352,P7113,2025/06/03 00:00,26.74,111.96,134.0,衡阳市,灵官,祁东县,22.23,90,991.1,20.9,48.6686,train,2025-06-03 00:00:00,71.03,98612.07,20.53
353,P7169,2025/06/03 00:00,26.74,113.0,109.0,衡阳市,宝盖,衡南县,22.51,90,994.7,21.1,52.8238,train,2025-06-03 00:00:00,75.47,98946.27,20.85
354,P5861,2025/06/03 00:00,26.74,113.51,140.5,株洲市,桥边,茶陵县,25.17,100,991.1,21.2,54.4285,train,2025-06-03 00:00:00,73.37,98081.87,20.52
355,P6475,2025/06/03 00:00,26.75,110.07,313.0,邵阳市,河口,绥宁县,20.68,93,973.9,19.2,48.6979,test,2025-06-03 00:00:00,71.08,98614.75,20.54
356,P7557,2025/06/03 00:00,26.75,111.54,248.0,永州市,岭口水库,冷水滩区,23.99,87,979.9,22.7,48.6308,train,2025-06-03 00:00:00,71.08,98614.75,20.54
357,P7162,2025/06/03 00:00,26.75,112.59,70.0,衡阳市,车江,衡南县,22.06,85,1001.1,21.7,50.3645,train,2025-06-03 00:00:00,72.78,99699.87,21.05
358,P7156,2025/06/03 00:00,26.75,112.77,104.0,衡阳市,朝阳,衡南县,22.61,84,998.1,22.3,43.8689,train,2025-06-03 00:00:00,73.31,99606.11,21.09
359,P7171,2025/06/03 00:00,26.75,112.79,116.0,衡阳市,相市,衡南县,22.85,87,996,21.9,51.7286,train,2025-06-03 00:00:00,73.5,99549.47,21.07
360,P5857,2025/06/03 00:00,26.75,113.57,131.3,株洲市,米筛坪,茶陵县,25.17,100,992.1,21.2,58.6657,test,2025-06-03 00:00:00,73.73,97743.03,20.34
361,P7613,2025/06/03 00:00,26.76,111.87,108.1,永州市,红壤,祁阳市,22.62,91,994.1,21.0,43.7549,train,2025-06-03 00:00:00,71.2,98599.47,20.53
362,57870,2025/06/03 00:00,26.76,112.08,218.9,衡阳市,祁东,祁东县,22.38,94,983.3,20.3,48.9,train,2025-06-03 00:00:00,71.29,98792.75,20.61
363,57875,2025/06/03 00:00,26.76,112.69,137.0,衡阳市,衡南,衡南县,22.97,88,992.2,21.8,52.248,train,2025-06-03 00:00:00,73.12,99658.35,21.09
364,P5856,2025/06/03 00:00,26.76,113.59,116.5,株洲市,渡里,茶陵县,23.44,92,995.5,21.4,50.7138,train,2025-06-03 00:00:00,74.14,97599.95,20.26
365,P5844,2025/06/03 00:00,26.76,113.81,623.2,株洲市,和吕,茶陵县,20.5,100,938.8,17.9,40.1936,test,2025-06-03 00:00:00,76.04,96173.91,19.59
366,P6520,2025/06/03 00:00,26.77,110.74,390.0,邵阳市,晏田,武冈市,21.42,100,964.4,18.6,38.9215,train,2025-06-03 00:00:00,71.31,98584.19,20.53
367,P6561,2025/06/03 00:00,26.77,111.04,265.1,邵阳市,马头桥,新宁县,21.1,92,977.5,19.7,42.0032,train,2025-06-03 00:00:00,71.31,98584.19,20.53
368,P3896,2025/06/03 00:00,26.78,109.86,344.7,怀化市,木寨,会同县,21.56,94,970.3,19.7,51.0259,train,2025-06-03 00:00:00,71.43,98568.91,20.52
369,P6472,2025/06/03 00:00,26.78,110.42,485.2,邵阳市,李熙,绥宁县,12.8,59,954.8,18.8,18.909,train,2025-06-03 00:00:00,71.43,98568.91,20.52
370,P7117,2025/06/03 00:00,26.78,111.93,158.9,衡阳市,白地市,祁东县,21.93,91,990,20.5,49.778,test,2025-06-03 00:00:00,71.43,98568.91,20.52
371,P5812,2025/06/03 00:00,26.78,113.75,191.6,株洲市,岩口水库,茶陵县,23.04,95,986.1,20.6,46.3628,train,2025-06-03 00:00:00,75.75,96547.11,19.71
372,P6495,2025/06/03 00:00,26.79,110.18,419.7,邵阳市,枫木团,绥宁县,19.57,88,959.6,19.2,33.9103,train,2025-06-03 00:00:00,71.55,98553.63,20.52
373,P6905,2025/06/03 00:00,26.79,112.56,75.4,衡阳市,山林,雁峰区,22.9,91,998,21.2,50.0009,train,2025-06-03 00:00:00,73.21,99633.55,21.04
374,P7168,2025/06/03 00:00,26.79,112.87,100.0,衡阳市,光辉,衡南县,24.28,93,997.5,21.8,50.4052,train,2025-06-03 00:00:00,74.89,99289.47,21.0
375,P7011,2025/06/03 00:00,26.79,113.13,138.4,衡阳市,南湾,衡东县,22.56,88,993.9,21.5,53.2743,test,2025-06-03 00:00:00,75.67,98761.71,20.81
376,P8201,2025/06/03 00:00,26.79,113.21,102.9,郴州市,渡口,安仁县,23.58,92,996.1,21.5,55.18,train,2025-06-03 00:00:00,75.61,98658.67,20.81
377,57882,2025/06/03 00:00,26.79,113.54,133.2,株洲市,茶陵,茶陵县,22.16,87,992.1,21.4,40.7357,train,2025-06-03 00:00:00,74.31,97907.27,20.41
378,P8074,2025/06/03 00:00,26.8,111.72,155.6,永州市,窑头铺完小,祁阳市,23.29,92,989.2,21.3,50.2231,train,2025-06-03 00:00:00,71.66,98538.35,20.52
379,P5808,2025/06/03 00:00,26.8,113.28,98.3,株洲市,渌田,攸县,23.01,92,995.9,21.1,50.291,train,2025-06-03 00:00:00,75.81,98541.95,20.76
380,P6474,2025/06/03 00:00,26.81,110.34,472.0,邵阳市,唐家坊,绥宁县,21.74,99,956.4,19.0,40.2222,test,2025-06-03 00:00:00,71.78,98523.07,20.51
381,P7518,2025/06/03 00:00,26.82,111.46,345.0,永州市,南桥,东安县,20.01,82,967.2,20.7,31.6288,train,2025-06-03 00:00:00,71.9,98507.79,20.51
382,P7110,2025/06/03 00:00,26.82,111.76,127.6,衡阳市,砖塘,祁东县,21.14,83,992.7,21.4,47.2075,train,2025-06-03 00:00:00,71.9,98507.79,20.51
383,P7102,2025/06/03 00:00,26.82,112.02,133.3,衡阳市,风石堰,祁东县,21.56,90,983.4,20.4,49.2064,train,2025-06-03 00:00:00,71.92,98556.11,20.53
384,P5807,2025/06/03 00:00,26.82,113.43,160.0,株洲市,峰仙,茶陵县,24.25,100,989.2,20.6,57.9,train,2025-06-03 00:00:00,75.19,98265.51,20.59
385,P5809,2025/06/03 00:00,26.82,113.53,103.9,株洲市,辉山,茶陵县,25.48,100,994.6,21.4,40.3694,test,2025-06-03 00:00:00,74.87,97946.75,20.41
386,P6481,2025/06/03 00:00,26.83,110.08,283.0,邵阳市,麻塘,绥宁县,17.34,77,975.6,19.4,40.139,train,2025-06-03 00:00:00,72.01,98492.51,20.5
387,P6473,2025/06/03 00:00,26.83,110.52,370.2,邵阳市,红岩,绥宁县,21.69,100,966.5,18.8,35.0663,train,2025-06-03 00:00:00,72.01,98492.51,20.5
388,P6906,2025/06/03 00:00,26.83,112.64,64.7,衡阳市,白沙洲,雁峰区,21.91,86,1000,21.4,35.634,train,2025-06-03 00:00:00,73.87,99541.71,21.07
389,P7118,2025/06/03 00:00,26.84,111.84,116.0,衡阳市,石亭子,祁东县,21.63,87,992.4,21.0,45.8141,train,2025-06-03 00:00:00,72.13,98477.23,20.5
390,P7152,2025/06/03 00:00,26.84,112.37,95.8,衡阳市,谭子山,衡南县,22.19,85,997.1,21.8,48.983,test,2025-06-03 00:00:00,73.06,99294.83,20.88
391,P5815,2025/06/03 00:00,26.84,113.82,522.6,株洲市,锡田,茶陵县,21.82,100,948.5,18.9,41.2685,train,2025-06-03 00:00:00,76.86,96137.71,19.59
392,P7122,2025/06/03 00:00,26.85,111.68,156.2,衡阳市,城连圩,祁东县,20.01,73,989.9,22.6,31.3737,train,2025-06-03 00:00:00,72.24,98461.95,20.49
393,P7181,2025/06/03 00:00,26.85,112.46,75.1,衡阳市,三塘,衡南县,22.28,88,999.1,21.3,40.339,train,2025-06-03 00:00:00,73.62,99457.23,20.97
394,P6914,2025/06/03 00:00,26.85,112.51,72.7,衡阳市,新竹,蒸湘区,22.16,87,998.8,21.4,43.1472,train,2025-06-03 00:00:00,73.83,99535.23,21.01
395,P5889,2025/06/03 00:00,26.85,113.56,122.7,株洲市,三华,茶陵县,23.9,91,992.6,21.9,44.6582,test,2025-06-03 00:00:00,75.81,97718.39,20.28
396,P5811,2025/06/03 00:00,26.85,113.74,173.5,株洲市,上尧,茶陵县,22.34,91,987.6,20.8,45.3033,train,2025-06-03 00:00:00,76.43,96623.63,19.75
397,P7180,2025/06/03 00:00,26.86,112.17,129.1,衡阳市,岐山,衡南县,21.25,86,984.4,20.9,45.684,train,2025-06-03 00:00:00,72.62,98857.63,20.66
398,57842,2025/06/03 00:00,26.88,109.72,287.8,怀化市,会同,会同县,20.54,89,976.8,19.8,51.3,train,2025-06-03 00:00:00,72.59,98416.11,20.48
399,P6903,2025/06/03 00:00,26.88,112.71,49.7,衡阳市,酃湖,珠晖区,22.18,86,1000.5,21.6,54.8352,train,2025-06-03 00:00:00,74.98,99523.51,21.13
400,P7155,2025/06/03 00:00,26.88,112.77,104.0,衡阳市,泉溪,衡南县,22.69,93,996.5,20.7,48.9729,test,2025-06-03 00:00:00,75.4,99497.43,21.15
401,P6530,2025/06/03 00:00,26.89,110.94,310.0,邵阳市,邓家铺,武冈市,21.2,99,971.7,18.6,33.8323,train,2025-06-03 00:00:00,72.71,98400.83,20.48
402,P6912,2025/06/03 00:00,26.89,112.6,104.9,衡阳市,张家山,蒸湘区,20.35,77,996.3,22.0,38.7712,train,2025-06-03 00:00:00,74.51,99441.07,21.05
403,P7165,2025/06/03 00:00,26.89,113.02,191.6,衡阳市,川口,衡南县,20.13,82,985.6,20.8,45.9376,train,2025-06-03 00:00:00,76.47,98952.67,20.94
404,P6482,2025/06/03 00:00,26.9,110.24,751.1,邵阳市,水口,绥宁县,19.54,99,926.2,17.3,31.4923,train,2025-06-03 00:00:00,72.83,98385.55,20.47
405,P7104,2025/06/03 00:00,26.9,111.65,208.0,衡阳市,太和堂,祁东县,20.69,88,984.8,20.1,44.8105,test,2025-06-03 00:00:00,72.83,98385.55,20.47
406,P7178,2025/06/03 00:00,26.9,112.94,136.0,衡阳市,铁丝塘,衡南县,21.8,91,993.7,20.4,52.7613,train,2025-06-03 00:00:00,76.52,99101.87,21.02
407,P7019,2025/06/03 00:00,26.9,113.18,96.5,衡阳市,草市,衡东县,21.01,80,998.2,21.9,38.8151,train,2025-06-03 00:00:00,76.5,98626.91,20.73
408,P5843,2025/06/03 00:00,26.9,113.87,282.0,株洲市,东坑水库,茶陵县,12.61,52,975.5,20.6,23.2359,train,2025-06-03 00:00:00,77.63,95945.19,19.55
409,P6493,2025/06/03 00:00,26.91,110.41,421.2,邵阳市,黄土矿,绥宁县,21.12,98,962.5,18.7,35.7473,train,2025-06-03 00:00:00,72.94,98370.27,20.47
410,P5806,2025/06/03 00:00,26.91,113.66,130.3,株洲市,腰陂,茶陵县,25.17,100,992,21.2,48.3454,test,2025-06-03 00:00:00,77.21,97079.79,19.95
411,P7112,2025/06/03 00:00,26.92,111.89,223.8,衡阳市,黄土铺,祁东县,20.94,93,983.6,19.4,51.0675,train,2025-06-03 00:00:00,73.06,98354.99,20.47
412,P7114,2025/06/03 00:00,26.92,111.96,246.4,衡阳市,马杜桥,祁东县,21.33,93,979.5,19.7,50.8259,train,2025-06-03 00:00:00,73.06,98354.99,20.47
413,P7323,2025/06/03 00:00,26.92,112.22,121.5,衡阳市,牛形山水库,衡阳县,23.85,87,993.8,22.6,47.3072,train,2025-06-03 00:00:00,73.6,98887.63,20.7
414,P6487,2025/06/03 00:00,26.93,110.33,498.0,邵阳市,瓦屋,绥宁县,13.12,64,952.1,17.9,21.3805,train,2025-06-03 00:00:00,73.18,98339.71,20.46
415,P7107,2025/06/03 00:00,26.93,111.69,148.7,衡阳市,蒋家桥,祁东县,20.26,82,989.7,20.9,34.2225,test,2025-06-03 00:00:00,73.18,98339.71,20.46
416,P7308,2025/06/03 00:00,26.93,112.1,153.2,衡阳市,关市,衡阳县,22.8,94,990.6,20.6,43.926,train,2025-06-03 00:00:00,73.36,98581.55,20.56
417,P7312,2025/06/03 00:00,26.93,112.49,92.8,衡阳市,樟树,衡阳县,21.91,86,997.2,21.4,50.7984,train,2025-06-03 00:00:00,74.74,99370.91,20.99
418,P5810,2025/06/03 00:00,26.93,113.59,182.0,株洲市,潞理,茶陵县,21.63,87,985.8,21.0,35.6757,train,2025-06-03 00:00:00,77.59,97468.79,20.13
419,P5802,2025/06/03 00:00,26.93,113.87,199.7,株洲市,彭家祠,茶陵县,24.71,100,984,20.9,42.3524,train,2025-06-03 00:00:00,77.63,96096.39,19.62
420,P6309,2025/06/03 00:00,26.94,110.67,297.0,邵阳市,高沙,洞口县,22.37,100,973,19.3,42.1434,test,2025-06-03 00:00:00,73.29,98324.43,20.46
421,P6516,2025/06/03 00:00,26.94,110.79,270.0,邵阳市,马坪,武冈市,22.37,100,974.6,19.3,46.1463,train,2025-06-03 00:00:00,73.29,98324.43,20.46
422,P7103,2025/06/03 00:00,26.94,111.84,180.0,衡阳市,官家嘴,祁东县,20.73,86,986.9,20.5,45.8748,train,2025-06-03 00:00:00,73.29,98324.43,20.46
423,P7002,2025/06/03 00:00,26.94,112.82,76.3,衡阳市,石滩,衡东县,23.69,93,1000.4,21.4,57.5505,train,2025-06-03 00:00:00,76.75,99317.07,21.13
424,P5803,2025/06/03 00:00,26.94,113.33,74.0,株洲市,菜花坪,攸县,24.81,98,996.3,21.3,57.2631,train,2025-06-03 00:00:00,77.16,98354.35,20.6
425,P5798,2025/06/03 00:00,26.94,113.55,289.2,株洲市,潞水,茶陵县,19.97,86,974.1,19.9,31.7438,test,2025-06-03 00:00:00,77.66,97702.91,20.23
426,P7154,2025/06/03 00:00,26.95,112.71,95.4,衡阳市,咸塘,衡南县,22.33,80,1001.6,22.9,49.8372,train,2025-06-03 00:00:00,76.1,99464.99,21.17
427,P7009,2025/06/03 00:00,26.95,113.16,80.6,衡阳市,高湖,衡东县,24.16,96,999,21.2,49.8595,train,2025-06-03 00:00:00,76.88,98658.43,20.76
428,P5805,2025/06/03 00:00,26.95,113.42,96.6,株洲市,乔下,茶陵县,24.55,100,996,20.8,39.0055,train,2025-06-03 00:00:00,77.69,98171.55,20.49
429,P4155,2025/06/03 00:00,26.96,110.03,221.6,怀化市,会同县高椅,会同县,24.55,100,983.5,20.8,50.0251,train,2025-06-03 00:00:00,73.52,98293.87,20.45
430,P6919,2025/06/03 00:00,26.96,112.57,45.5,衡阳市,农气实验基地,石鼓区,21.14,83,1001.3,21.4,50.7662,test,2025-06-03 00:00:00,75.42,99349.67,21.04
431,P4051,2025/06/03 00:00,26.97,109.74,334.0,怀化市,坪村,会同县,21.16,94,971,19.4,39.1858,train,2025-06-03 00:00:00,73.64,98278.59,20.45
432,57871,2025/06/03 00:00,26.97,112.37,90.8,衡阳市,衡阳县,衡阳县,21.8,84,997.8,21.7,44.2491,train,2025-06-03 00:00:00,74.79,99087.87,20.86
433,P4156,2025/06/03 00:00,26.98,109.77,340.4,怀化市,堡子,会同县,22.43,96,971.3,20.0,43.2446,train,2025-06-03 00:00:00,73.76,98263.31,20.44
434,P6342,2025/06/03 00:00,26.98,111.14,303.1,邵阳市,黄亭市,邵阳县,21.66,98,973.6,19.1,48.4307,train,2025-06-03 00:00:00,73.76,98263.31,20.44
435,P7125,2025/06/03 00:00,26.98,111.76,192.0,衡阳市,杨家台水库,祁东县,20.46,87,984.9,20.1,48.6896,test,2025-06-03 00:00:00,73.76,98263.31,20.44
436,P7333,2025/06/03 00:00,26.98,112.5,66.0,衡阳市,板市,衡阳县,21.41,83,1000.7,21.6,46.0394,train,2025-06-03 00:00:00,75.4,99299.39,21.0
437,57872,2025/06/03 00:00,26.98,112.59,122.1,衡阳市,衡阳,石鼓区,21.66,84,994.5,21.6,51.5,train,2025-06-03 00:00:00,75.86,99348.23,21.07
438,P7016,2025/06/03 00:00,26.98,112.81,88.8,衡阳市,大浦,衡东县,23.26,88,997.9,22.0,57.229,train,2025-06-03 00:00:00,77.03,99346.15,21.17
439,P7014,2025/06/03 00:00,26.98,113.12,87.0,衡阳市,杨林,衡东县,20.78,74,998.3,23.0,42.5641,train,2025-06-03 00:00:00,77.1,98756.83,20.85
440,P5804,2025/06/03 00:00,26.98,113.3,63.0,株洲市,桐坝电站,攸县,25.9,98,999,22.0,54.8129,test,2025-06-03 00:00:00,77.33,98387.55,20.61
441,P5873,2025/06/03 00:00,26.98,113.8,151.7,株洲市,古城,茶陵县,25.22,99,988.3,21.4,54.1965,train,2025-06-03 00:00:00,77.73,96445.55,19.72
442,57860,2025/06/03 00:00,27.0,111.29,288.5,邵阳市,邵阳县,邵阳县,21.79,98,968.1,19.2,49.5,train,2025-06-03 00:00:00,73.99,98232.75,20.43
443,P7307,2025/06/03 00:00,27.0,112.3,103.9,衡阳市,演陂,衡阳县,22.23,90,996.7,20.9,42.6421,train,2025-06-03 00:00:00,74.96,98923.55,20.77
444,P4068,2025/06/03 00:00,27.01,109.84,400.0,怀化市,大溪水库,会同县,21.61,96,964.6,19.4,52.9403,train,2025-06-03 00:00:00,74.03,98221.07,20.43
445,P6315,2025/06/03 00:00,27.01,110.73,310.0,邵阳市,竹市,洞口县,22.01,99,973.6,19.2,38.6388,test,2025-06-03 00:00:00,74.03,98221.07,20.43
446,P5800,2025/06/03 00:00,27.01,113.78,227.4,株洲市,仁源,茶陵县,21.93,91,981.1,20.5,32.3045,train,2025-06-03 00:00:00,77.97,96553.79,19.75
447,P6306,2025/06/03 00:00,27.02,110.82,255.8,邵阳市,黄桥,洞口县,22.57,99,977.8,19.6,41.8122,train,2025-06-03 00:00:00,74.07,98209.39,20.42
448,P7111,2025/06/03 00:00,27.02,111.67,443.4,衡阳市,凤歧坪,祁东县,21.82,100,956.6,18.9,35.4623,train,2025-06-03 00:00:00,74.07,98209.39,20.42
449,P7314,2025/06/03 00:00,27.02,112.46,83.2,衡阳市,杉桥,衡阳县,21.74,88,997.7,20.9,49.7327,train,2025-06-03 00:00:00,75.61,99171.79,20.96
450,57758,2025/06/03 00:00,27.03,110.61,342.2,邵阳市,洞口,洞口县,21.96,100,969.8,19.0,46.5,test,2025-06-03 00:00:00,74.11,98197.71,20.42
451,P5797,2025/06/03 00:00,27.03,113.66,408.5,株洲市,卧龙,茶陵县,22.24,100,961,19.2,46.7229,train,2025-06-03 00:00:00,78.77,97068.39,19.94
452,P6351,2025/06/03 00:00,27.04,111.58,328.0,邵阳市,诸甲亭,邵阳县,22.24,100,969.7,19.2,49.727,train,2025-06-03 00:00:00,74.15,98186.03,20.41
453,P7330,2025/06/03 00:00,27.04,112.17,138.2,衡阳市,大源冲水库,衡阳县,24.55,100,991.1,20.8,40.1874,train,2025-06-03 00:00:00,74.74,98598.59,20.64
454,P7319,2025/06/03 00:00,27.05,112.55,111.2,衡阳市,集兵,衡阳县,21.78,86,995.8,21.3,46.9743,train,2025-06-03 00:00:00,76.55,99241.55,21.03
455,57778,2025/06/03 00:00,27.05,112.98,112.4,衡阳市,衡东,衡东县,23.79,90,995.4,22.0,51.9,test,2025-06-03 00:00:00,77.92,99085.23,21.09
456,P7015,2025/06/03 00:00,27.06,113.04,74.8,衡阳市,甘溪,衡东县,22.21,82,1000.2,22.4,42.5437,train,2025-06-03 00:00:00,78.11,99030.27,21.04
457,57779,2025/06/03 00:00,27.06,113.35,115.2,株洲市,攸县,攸县,24.66,98,994.6,21.2,50.1,train,2025-06-03 00:00:00,78.52,98366.03,20.58
458,P5916,2025/06/03 00:00,27.06,113.55,429.5,株洲市,幽居水库,攸县,20.73,95,959.3,18.9,44.102,train,2025-06-03 00:00:00,79.76,97635.83,20.19
459,P6470,2025/06/03 00:00,27.07,110.35,476.4,邵阳市,金屋,绥宁县,20.39,97,954.2,18.3,37.468,train,2025-06-03 00:00:00,74.27,98150.99,20.4
460,P6457,2025/06/03 00:00,27.07,111.79,282.6,邵阳市,简家陇镇双河,邵东市,22.66,100,976.3,19.5,38.6544,test,2025-06-03 00:00:00,74.27,98150.99,20.4
461,P7322,2025/06/03 00:00,27.07,112.41,92.7,衡阳市,台源,衡阳县,22.51,90,996.9,21.1,56.8281,train,2025-06-03 00:00:00,75.7,99029.19,20.92
462,P7022,2025/06/03 00:00,27.07,112.84,52.9,衡阳市,霞流,衡东县,25.69,99,1000.2,21.7,51.7316,train,2025-06-03 00:00:00,78.04,99218.31,21.15
463,P7326,2025/06/03 00:00,27.08,112.67,99.0,衡阳市,竹园水库,衡阳县,21.47,88,996.5,20.7,51.8948,train,2025-06-03 00:00:00,77.64,99297.59,21.13
464,P5860,2025/06/03 00:00,27.09,113.3,67.0,株洲市,谭家垅,攸县,25.63,100,998.7,21.5,51.5154,train,2025-06-03 00:00:00,78.67,98508.67,20.66
465,P3883,2025/06/03 00:00,27.1,108.96,501.0,怀化市,凉伞,新晃侗族自治县,21.96,100,953.1,19.0,49.601,test,2025-06-03 00:00:00,74.39,98115.95,20.38
466,P6420,2025/06/03 00:00,27.1,111.7,415.7,邵阳市,双凤,邵东市,21.74,99,961.4,19.0,35.0454,train,2025-06-03 00:00:00,74.39,98115.95,20.38
467,P7324,2025/06/03 00:00,27.1,112.09,218.1,衡阳市,城坪冲水库,衡阳县,20.24,85,985.1,20.3,46.4528,train,2025-06-03 00:00:00,74.78,98335.19,20.56
468,P7059,2025/06/03 00:00,27.1,112.75,90.0,衡阳市,萱洲,衡山县,25.95,100,999,21.7,53.5069,train,2025-06-03 00:00:00,78.36,99334.95,21.2
469,P7007,2025/06/03 00:00,27.1,113.14,123.4,衡阳市,荣桓,衡东县,20.1,77,994.2,21.8,46.2929,train,2025-06-03 00:00:00,78.67,98866.27,20.91
470,57767,2025/06/03 00:00,27.11,111.03,310.8,邵阳市,隆回,隆回县,20.04,89,973.3,19.4,44.6,test,2025-06-03 00:00:00,74.43,98104.27,20.38
471,P4059,2025/06/03 00:00,27.12,109.62,244.0,怀化市,洪江市托口,洪江市,23.86,99,979.8,20.5,42.4516,train,2025-06-03 00:00:00,74.47,98092.59,20.37
472,P4061,2025/06/03 00:00,27.12,109.7,204.0,怀化市,江市,洪江市,22.71,99,985.5,19.7,42.4591,train,2025-06-03 00:00:00,74.47,98092.59,20.37
